formula,pred_OQMD,pred_zeros,pred_MP,d_zeros,d_MP
Sr2ZrGeO6,3.4812412771155006,3.506809899404463,3.5778977560742806,0.025568622288962395,0.09665647895878005
Sr2ZrSnO6,3.5324405519421496,3.543754124640529,3.5663927748648883,0.011313572698379293,0.033952222922738695
Sr2ZrSbO6,2.599134730544443,2.6395483926572725,2.721189997673768,0.040413662112829485,0.12205526712932491
Sr2ZrBiO6,2.3081895230240184,2.284381459460307,2.2795922373556867,-0.023808063563711457,-0.02859728566833164
Sr2ZrTeO6,2.448185718224715,2.479711392563509,2.5382536703636744,0.03152567433879394,0.09006795213895957
Sr2NbMoO6,0.5984720588869568,0.7421658920840296,1.072436171913659,0.14369383319707285,0.47396411302670227
Sr2NbRuO6,0.6508909478614943,0.7302660332565413,0.936466941412961,0.07937508539504701,0.2855759935514668
Sr2NbRhO6,0.6239195236369613,0.6718133467626008,0.7884916430510622,0.0478938231256395,0.16457211941410088
Sr2NbPdO6,0.555874061880988,0.5921187958769067,0.704908026140043,0.036244733995918765,0.14903396425905502
Sr2NbHfO6,0.9013423486716767,1.0076092931802523,1.255982430947959,0.10626694450857554,0.3546400822762823
Sr2NbTaO6,0.9836737769333466,1.1372231903959684,1.489832718642385,0.15354941346262185,0.5061589417090384
Sr2NbWO6,0.7948598280722495,1.0026958501071481,1.4868471712303721,0.2078360220348986,0.6919873431581226
Sr2NbReO6,0.7139082886926849,0.8406229158155004,1.1455769871783223,0.12671462712281556,0.4316686984856375
Sr2NbIrO6,1.1010312907706037,1.2092574448918691,1.4773571156973455,0.10822615412126546,0.3763258249267418
Sr2NbAlO6,2.5572343350912696,2.6064130552875637,2.6855766693852994,0.0491787201962941,0.12834233429402975
Sr2NbGaO6,3.1992776870866293,3.1461999116105552,3.0843110896041863,-0.05307777547607406,-0.11496659748244298
Sr2NbInO6,2.869332253596556,2.87664315762455,2.904873503581584,0.007310904027993725,0.03554124998502761
Sr2NbGeO6,1.8871806872071248,1.9357326316169217,2.03435057692089,0.04855194440979682,0.1471698897137652
Sr2NbSnO6,2.1776575221733587,2.1820133138110225,2.219733625211128,0.004355791637663753,0.04207610303776921
Sr2NbSbO6,2.0527552404060683,2.042996720176231,2.0951710317748273,-0.009758520229837142,0.04241579136875906
